,text,sentiment,sentiment_label
1721,kerjasama mbkm unp bsip buah tropika kamis april halo sobat tropika bsip buah tropika terima kunjung rombong dosen mahasiswa jurus biologi universitas negeri padang,17,Positif
1722,fokus kuliah cari info magang mbkm kalo organisasi pokok kuliah tok cari alam luar perkuliahantrs lihat akt proper skripsi smt ya coba cari topik skripsi ya smt haha capek banget gatuh,19,Positif
1723,bsip karya ajar syarat teknis mahasiswa mbkm ikut kuliah syarat teknis minimal pupuk benah tanah lengkap,1,Positif
1724,grup mbkm teliti nyamar dosen langsung info no palsu kick,-4,Negatif
1725,guys bikin akun mbkm identitas ya maksud,8,Positif
1726,aiming for iisma cowok funding pstt private group class interview prep iisma bright internships available loh kontak nadifah deh buruu nih iismacofunding iisma mockupinterview mbkm,2,Positif
1727,semester ambil mbkm wirausaha cuman masuk cuman bimbing kali minggu twt ayo ketemu kampus ketemu mulu hahahah,3,Positif
1728,mbkm keluarga dapetnya ya,8,Positif
1729,grup mbkm faklukltas,-4,Negatif
1730,random tipu susup grup mbkm jaman kuliah atas nama bu fatimah kaprodi fisika pulsa,-18,Negatif
1731,program mbkm diikutin kali ya,4,Positif
1732,mhs indonesia tugas mbkm tugas dosen sibuk nongki pacar bingung disorientasi mhs,4,Positif
1733,mari balas uas mbkm ikhlasin kalo jahat dibales konteks uji,-1,Negatif
1734,orang buat terima magang mbkm mandiri everything has a reason percaya plan tuhan depan,5,Positif
1735,mending kelas suer butuh mbkm sigh,-6,Negatif
1736,nyisa orang semester sisa mbkm mahasiswa pmm matkulnya familiar peduli kating contoh nanyain detail orang whatever,4,Positif
1737,program mbkm stop gue ajar anak habis mbkm kosong konversi mata kuliah kesel banget gue mbkm,-5,Negatif
1738,karantina jawa timur dukung program mbkm fkh ub malang upaya dukung program mbkm hadir undang rangka bahas amp janji kerjasama fakultas dokter hewan instansi kait stakeholder,11,Positif
1739,knowledge sharing peduli bahaya lisrik srikandi pln ybmpln pnup pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar knowledgesharing pln,2,Positif
1740,pnup tuan rumah sama persepsi amp seleksi calon asesor bkd batch pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar sahabatvokasi,6,Positif
1741,kisah kemarin daftar mbkm dibolehin dosen kurikulum,1,Positif
1742,gue asi ngerevisi project retail lupa join zoom mbkm i did that twice already,2,Positif
1743,woi ayo pacarin gue anjing kayak ayo mas mas akamsi brtemu mbkm,1,Positif
1744,alhamdulillah unmuha lolos pkkm iss mbkm unmuha unmuhaterbaik unmuhabaiksekali mbkmunmuha,1,Positif
1745,halo tementemen ut yuk tau kait mbkm msib bangkit pmm iisma program yuk mbkm expo senin jam pagi,9,Positif
1746,ikut mbkm expo senin april pkl wib zoom youtube uttv kuliah kampusnegeri ayo kuliah ut jamin kualitas universitasterbuka kuliahonline,2,Positif
1747,cocok arya bantu ujung beda kumpul tugas drive mbkm catat temanteman deh,1,Positif
1748,giat magang wujud terap program mbkm satu didik transformasi sistem didik vokasi laut ikan hasil sdmunggul saing dunia usaha dunia industri dudi negeri,13,Positif
1749,adanyaa pedomsnan mbkm giat eskul ki,0,Netral
1750,um magang mandiri mbkm tau kalo lowong tuh paid,-7,Negatif
1751,upnsby rek kalo masuk sertif program mbkm pilih ya,-1,Negatif
1752,sesal mbkm anjj,1,Positif
1753,kembang usaha mahasiswa mbkm unwira latih anggota pakai timex kupang,4,Positif
1754,kayak kuliah offline lu mbkm lu,-2,Negatif
1755,please help rt hellooww mahasiswa si sem mbkm magang industri ya pengin tolong isi kuesioner kalo sedia hehe reply ya ku dm,16,Positif
1756,apa kak unduh apknya pas test besok aman tinggal buka sih seleksi program mbkm test kebhinekaan pakai apk laptop cas aman,4,Positif
1757,wajib mbkm,-2,Negatif
1758,pantengin ig mbkm fib ui ya,4,Positif
1759,tenang ges salah proker mbkm irf bantu bantu cair dana lomba kampus,10,Positif
1760,mbkm kenal salah proker bantu banget nih guys lomba bingung support dana,12,Positif
1761,halo sobat informatika kabar moga sehat ya dapartemen mbkm kali informasi tarik nih mahasiswa informatika,20,Positif
1762,ukt gedebgt putus menteri nerbener nadyemm bungkam mhs mbkm dikti bikin eksklusif biar double filter ye hasil kuliah either orang miskin bocah kip mwgmw hustling orang anak orkay tone deaf individualis,5,Positif
1763,sih rasai offline smt sisa online mbkm kampus rasai vibes mahasiswa smt,-2,Negatif
1764,sempena sambut buku amp hak cipta dunia mari samasama harga pelbagai amp kaya waris literasi negara kukuh budaya baca malaysia patuh undangundang hak cipta adil cipta karya,32,Positif
1765,gagal ui ugm itb doa kuat gagal intern gojek inet indihome matod matod surat mbkm,-2,Negatif
1766,cie bbh nya potong yyaahh sbar ya nder mbkm suka aneh,9,Positif
1767,sayang bumi,3,Positif
1768,eh pas smt mbkm sekolah alam ajar desa anak cewek suka banget ngechatin kadang ngechat random kayak mfs wkwkwk sayang histori chat ss pas bikin snap wa jj nya,18,Positif
1769,maaf orang didik informasi dasar data fakta informasi nominal bbh berkalikali kampusmengajar kampusmerdeka mbkm ripkm,3,Positif
1770,mbkm kampus ajar,1,Positif
1771,plss mendikbud soon tolong hapus mbkm,0,Netral
1772,jurus ilmu komunikasi ung laksana monev mahasiswa magang mbkm,6,Positif
1773,ha info darimana nih kara ganti presiden kayak soalle program mbkm bagus tahan,0,Netral
1774,ih sumpah kakak mbkm keren,3,Positif
1775,program mbkm uang jajan,0,Netral
1776,bikin menang ngerjain lapor mbkm syukur pandu pakem banget detail bikin lapor resmi maaf anak arsi nyentuh word jarang boro bikin lapor,18,Positif
1777,mbkm kali wow,0,Netral
1778,habis obrol mbak kos lantai anjay orang positive vibes abiezz kayak gworl banget tbtb eh habis beli lucu shadenya suka beli brand ujung obrol girl things bahas mbkm alumni,10,Positif
1779,dayy one mbkm seru banget,6,Positif
1780,work apply magang disuru kirim proposal nya kampus magang agustus solusi ya studi independen nya mbkm saran kakak,15,Positif
1781,kepala rupbasan hadir undang workshop tinjau kurikulum merdeka ajar kampus merdeka mbkm universitas palangka raya upr kontributor humas rupbasan kemenkumhamri kanwilkemenkumhamkalteng hendraekaputra rupbasanpalangkaraya,8,Positif
1782,program mbkm sedia perintah kuliah pulau salah wishlist hidup kisah ambil ajar juang usaha keluar milik yakin kuat,4,Positif
1783,jurus ambis banget sidang sidang sih mbkm rang,0,Netral
1784,ya allah malas banget buka wa aplg grup mbkm,5,Positif
1785,buka pimpol pnupahlinyavokasi vokasikuat vokasiindonesia kampusvokasi mbkm pnup poltek pnupku maccaki maccakipnup politekniknegeriujungpandang kurikulummerdeka merdekabelajar pembelajaranberkualitasbagisemua sahabatvokasi,3,Positif
1786,hooh kwu mbkm attach kkn diess,0,Netral
1787,mikey galau magang mbkm era,0,Netral
1788,mahasiswa unwira kupang gelar mbkm sdi weranggere,2,Positif
1789,pas mbkm abdi masyarakat sumenep ditanyain bu lurah tunang kaget diceritain dijodohinditunangin,9,Positif
1790,mah mirni mbkm usaha multinasional enak enak,11,Positif
1791,sok far program salah minim improvement nya program mbkm yet still minim drama minim drama muka cmiiw,-21,Negatif
1792,mbkm ajar seko uang tuh angkat mbkm ajar sekolah program mbkm kaji ulang merta merta mahasiswa imingimingi uang saku kemendikbud,9,Positif
1793,hai agang tim mbkm lldikti wilayah ix sambut hangat kunjung kantor kepala dinas didik provinsi sulawesi selatan tanggal april,8,Positif
1794,menang banget gue baca sebel gue kalo mbkm jadi program wajib mahasiswa please benah sistem titlenya merdeka bikin sengsara sih,-10,Negatif
1795,gue sebel banget baca tambah prodi gue kayak anti banget mbkm cual iisma wkwkwkwkwkwkwkwkwkwk kamjar bilang kompeten msib bilang linear pmm bilang bagus mbkm nih kayak such a need banget,-2,Negatif
1796,loh mbkm bayar,1,Positif
1797,mbkm angkat pas bekal nadiem kemarin tuh langsung bicarain dana tunjang pas angkat jtbulan acak adul ya program nya,24,Positif
1798,resign anak mbkm,-3,Negatif
1799,buldep kaya hecticnya coolyeah smt animasi film fotografi tambah pasuk mbkm promed proker himproo banyak buldep keanya,10,Positif
1800,kalo mbkm abdi usaha masyarakat sih,1,Positif
1801,uji kompre bengong hahohaho ilmu ambil magang jaman selamat skripsi besar sks mbkm wayout total sks,7,Positif
1802,iya mudah epik magang nyata representasi ilmu a konversi sks mahasiswa boleh ambil kali mbkm iya mudah,13,Positif
1803,mahasiswa ikut mbkm kali banyak msib ipknya kacau semester mbkm ipk ipk maksimal indonesia unik selesai magang ipk roket,5,Positif
1804,kurikulum wajar murni dapat pribadi dosen tim mbkm tim rencana screening monitoring mbkm dasar ipknya mengejutkanm,-1,Negatif
1805,ketua laksana pusat kampus merdeka gugup kismono mbkm upaya tingkat kapasitas mahasiswa tuju mahasiswa kerja adaptasi tantang dunia kerja hidup dikbud adadikompas,11,Positif
1806,hak ajar mahasiswa kampus mbkm antusias penuh kalang guru kampus harap kejar kuantitas mahasiswa mutu program alam selesai dikbud adadikompas,13,Positif
1807,sobat muda program merdeka ajar kampus merdeka mbkm baca utas selesai ya dikbud adadikompas,16,Positif
1808,wkaowkow asli ajg mbkm gblk duit deh habis proker bbh pangkas,1,Positif
1809,program magang mbkm isma dll kuliah,1,Positif
1810,budak organisasi orang budak mbkm,11,Positif
1811,mbkm sekolah bingung tau sekolah tibatiba bilang cari sekolah akreditasi a eh sekolah kayak sedih dianggep sekolah jelek mbkm sih sekolah partisipasi,-2,Negatif
1812,program kampus ajar anak tiri bbh nya potong transparansi pada program mbkm bilang butuh biaya loh ngerjain proker,-14,Negatif
1813,loh kak mbkm bagus,2,Positif
1814,urus program mbkm kaya ajar msib bbh kirim telat data revisi luamaa banget langsung protes massal helpdesk bisa cicil potong beban ajar modal minim,-9,Negatif
1815,serta mbkm kali kayak program mbkm overall pause fair teman kamjar harga segitu cabang program jor an banget bbhnya bayar,4,Positif
1816,tt masuk list mbkm gue,-5,Negatif
1817,wkwkwkwkwkwk temenku lulus mbkm,5,Positif
1818,yowes ancene mbkm ki nggo nyetak kelas kerja ora sono model sejarawan publik teh antropolog jalan ws kabeh ncen digawe nggo buruh sng iso ngisi butuh tenaga kerja,-2,Negatif
1819,kampus ajar mbkm ngenes sih effort main sekolah ngarepin banget huhu urus anak sd urus sekolah kooperatif fasilitas pada jujur ngenes,2,Positif
1820,cerita sih sesuai banget uang mana nih kampusmengajar bbh mbkm kemendikbud kampusmengajar kampusmengajargajelas kmgajelas,6,Positif
1821,curiga dana didik potong ya hmm potong mbkm angkat parah banget uang ukt,7,Positif
1822,oh dijanjiin bbh turun cicil wkwk pokok sabar mbkm,9,Positif
1823,mahasiswa indonesia mending daftar kampus ajar deh serius worth kampus ajar transparan satusatunya program kampus merdeka mbkm turut sesuai korban mahasiswa,-1,Negatif
1824,batch mbkm buka woi,3,Positif
1825,aduh isi temenku ui unpad ub mbkm coba fakultas konversi full sks ajar kelas magang setjen dprri united tractors rumah,6,Positif
1826,cape kampus ajar coi bikin proker bikin event bikin festival habis abis banget pakai dana pribadi php mbkm,2,Positif
1827,syiball kesel banget nih mbkm fakk,-4,Negatif
1828,marah banget janji kampus ajar bbh juta juta tuh gue ngacakngacak kantor mbkm gas,-3,Negatif
1829,mbkm sumpah gila,6,Positif
1830,tau jelas spill sih gue korban prank anjir last chance program mbkm eh kagak buka bjir gue mah rumor daftar eh postponed thanks ya,-3,Negatif
1831,mbkm teman cu wkwkw,0,Netral
1832,hai sobat yoma mahasiswa tingkat laksana program merdeka ajar kampus merdeka mbkm terjun langsung dunia usaha dunia industri dunia kerja dudika sebar wilayah jawa daerah istimewa yogyakarta,19,Positif
1833,indonesia international student mobility awards halo warga ekonomi tau iisma buka daftar skema cofunding hubung buka daftar program iisma cofunding task force mbkm hadir,8,Positif
1834,daftar magang mbkm sih,1,Positif
1835,rabu april wakil mahasiswa urindo fti fmb ikut seremonial lepas berangkat program mbkm desa cemara angkat v bappenas program desa cemara ikut ptn pts indonesia,-9,Negatif
1836,stres btt mbkm asikk jelekk,-4,Negatif
1837,msib kali seru banget teman budaya impactnya sih magang skill komunikasi negosiasi olah data jugaaworth try sih program mbkm ya plus minus nya seenganya coba deh,12,Positif
1838,magang mbkm ada kampus program kemendikbud langsung kayak msib dll magang mbkm seru sih magang kantor kayak kap kkp usaha dll experience worth jurus,7,Positif
1839,mbkm kalo ketemu lingkung sayang syukur,9,Positif
1840,betull ambil giat kampus mbkm msib iisma,-5,Negatif
1841,risiko ambil matkul mbkm auto pulang nih,-8,Negatif
1842,mbkm wmk untung pribadi nilai muas ilmuskill alam duit jajan worth,15,Positif
1843,cv indonesia mbkm testidey t joki tugas kuliah mtk kalkulus fisika kimia matematika cv tutor les,0,Netral
1844,kpukabbanyumas sedulurkpubanyumas temanpemilih kpu kabupaten banyumas selenggara kelas milu ikut mahasiswa magang mbkm kpu kabupaten banyumas materi kenal tata kelola milu electoral governance rabu,3,Positif
1845,ambil bangkit pas smt kak iisma duluan ambil angkat nih lihat lihat ambil mbkm iisma coba ambil,-2,Negatif
1846,rpp msib mbkm,0,Netral
1847,web mbkm biassanyaa kualifikasi nya,2,Positif
1848,salah maksimal program mbkm cmiiw ya,3,Positif
1849,wujud program perintah mbkm kanwil kemenkumham dki jakarta unsurya bahas pks selasa kemenkumhamri kementerianhukumdanham kanwilkumhamdki kanwilkemenkumhamdki randikadp lengkap,6,Positif
1850,ambil studi independen bangkit iisma bangkit turut msib worth sana ajar ai aplikasi mvp pitching sertifikasi networking google etc recommend msib iisma pengin mbkm,-3,Negatif
1851,krg tau ya timeline nya beda kalo mbkm kalo stupen daftar bareng magang,0,Netral
1852,selasa april kantor tanah kota denpasar terima mahasiswa fakultas hukum universitas udayana tempuh program merdeka ajar kampus merdeka mbkm skim magang kantor tanah kota denpasar,6,Positif
1853,pkm teliti abdi kampus lidm beasiswa mbkm ormawa kudu exeplore,0,Netral
1854,juta magang kampus msngajar mbkm,2,Positif
1855,mbkm uang saku usaha juta kwkakakkaka,3,Positif
1856,boroboro mbkmkegiatan kampus prodi antro susah og konversi,-3,Negatif
1857,em nadiem mbkm mangkelno ati,-1,Negatif
1858,kalo msib teliti mbkm ya,4,Positif
1859,semester mbkm kak,0,Netral
1860,daftar msib teliti mbkm,1,Positif
1861,pas kontrak bilang mbkm uts uas ya laksana uts ya jam serah dah mah matkul masuk dikonvers oraa jelass,7,Positif
1862,sosialisasi sikakado mbkm pkkm sikakado stikomuyelindo stikomuyelindokupang,0,Netral
1863,asdos nder gugur wajib mbkm magang msib magang prigel,3,Positif
1864,iya masuk interview modal sharing ku ya alam magang skripsi proyek mbkm pokok tulis cv pertanggungjawabkan,11,Positif
1865,juta mbkm wkwkkwkwwkw gaji ya,6,Positif
1866,ih tau dpp tuh sebal banget deh gue gmeet kampus ya set jadwal sebal jam ngampus ceramahin takut fokus mbkm,5,Positif
1867,allah ngelanjutin kuliaj pakai mbkm lulus ya allah,19,Positif
1868,mjb tau mbkm appnya isi kayak web,-5,Negatif
1869,opini merdeka ajar kampus merdeka abrek wajib kampus mahasiswa merdeka april luncur mbkm merdeka nama mahasiswa hadap agam administrasi tugas giat,3,Positif
1870,oo gua lupa bikin lapor mbkm pantesan kayak ngeganjel pikir,-4,Negatif
1871,kesal ut diijinkan mbkm semester sempit banget sempat kembang,4,Positif
1872,mjb kak posisi cowok kadang pikir banget pas mikir cari mau pas kuliah eh smt teman putus asa mikir pasang jarang ngampuslagi mbkm,28,Positif
1873,been through that phase semenjak ambil mbkm anak kelas mandiri,-14,Negatif
1874,manifesting hidup kuliah lancar ip semester bagus asprak masuk tax center menang lomba terima mbkmmsib amin,15,Positif
1875,hima mc acara kampus mbkm lomba,0,Netral
1876,ngikut mbkm gjls,0,Netral
1877,lpk internship mbkm anak tani faperta sks sks semester info,-6,Negatif
1878,kuat diceritain pokok pergi bandung cepat program exchange mbkm tulis tau depan mata,3,Positif
1879,program mbkm nder kampus gue kkn magang konversi semester semester fokus mantepin metopen semester langsung gas skripsi,2,Positif
1880,nih mbkm kesana,0,Netral
1881,alihalih gerak maju msib mbkm didik era kolonialisme belanda tepat bijak politik etis didik ajar serta didik praktis industri kereta api tuju twit,21,Positif
1882,kak banget magenta gagal kali lolos mbkm bingung kurang cvku dbagian padhal linier kalo daftar,-9,Negatif
1883,tim singa until mbkm paksa tim macan susul matkul konversi dipikirpikir tahun lulus giat lomba conference amp kerja anggap impas pace lulus smt,-3,Negatif
1884,mata mbkm noh guna banget,0,Netral
1885,daftar program mbkm mah nder umum beda tanggal,-4,Negatif
1886,orang dosa ubah paradigma didik bikin program jelek iisma mbkm msib,-3,Negatif
1887,mbkm lu seru sih mesti semester kali semester,2,Positif
1888,sikasih sangu bulan magang mbkm kerja sbux resign nganggur kasi sangu kasih kartu kredit jaga kalo butuh beli xixi,-4,Negatif
1889,bu fully funded bu bu merch mbkm buukk,0,Netral
1890,batch batch konversi sks gantung kampus cmiiw mbkm mandiri mana mhs mbkm kuliah reguler bangkit onoff kendala jadwal orang gadikasih konversi sks shg niat ajar minim,-5,Negatif
